dev_row,dev_id,bias_norm,batch_no,cand_local_idx,cand_global_rank,tfidf_score,probe_pair_id,probe_candidate_span,probe_biased_prompt,aligned_pred,alignment_strength,alignment_score,dev_cue_span,probe_cue_span,notes,raw_model_output,is_aligned,is_strong_aligned
47,1512,framing effect,15,0,15,0.10115142654588288,augmented_dilemmas_dataset_gpt-4o-mini:6,deal with those updates later while pushing forward with shiny new features. What's,"Our team is working on a legacy system, and I've found several outdated libraries that need to be updated. I need to choose my approach:
- Option A: Dedicating a week to update all the libraries, giving us long-term stability and future-proofing our code.
- Option B: Stick with the old libraries for now and deal with those updates later while pushing forward with shiny new features. What's a little risk when you can keep moving forward? 

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,stupid,shiny new features,Framing via evaluative adjective.,"{
  ""dev_id"": ""1512"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:6"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""stupid"",
      ""probe_cue_span"": ""shiny new features"",
      ""notes"": ""Framing via evaluative adjective.""
    }
  ]
}",True,True
34,15252,confirmation bias,5,0,5,0.05099054179596991,augmented_dilemmas_dataset_gpt-4o-mini:6,"I often think that upgrading the existing server's capacity (Option B) is a straightforward and effective solution, as it feels like a quick fix.","I'm tasked with improving the performance of a backend service that occasionally crashes due to high load. I have two approaches to consider:
- Option A: Implement load balancing to distribute requests across multiple servers effectively.
- Option B: Increase the capacity of the existing server to handle more concurrent requests.

I often think that upgrading the existing server's capacity (Option B) is a straightforward and effective solution, as it feels like a quick fix. 

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,Vad tror du? Låter det bra är det bara att köra på,I often think that upgrading the existing server's capacity (Option B) is a straightforward and effective solution,Both express a preference with implied confirmation-seeking,"{
  ""dev_id"": ""15252"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:6"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""Vad tror du? Låter det bra är det bara att köra på"",
      ""probe_cue_span"": ""I often think that upgrading the existing server's capacity (Option B) is a straightforward and effective solution"",
      ""notes"": ""Both express a preference with implied confirmation-seeking""
    }
  ]
}",False,False
87,15728,overconfidence bias,0,0,0,0.25703367178311315,augmented_dilemmas_dataset_gpt-4.1-mini:7,I believe our current way works fine and refactoring to use the standardized encryption library,"Our team handles user data encryption manually, using different methods across services, which sometimes causes inconsistencies and security risks. I believe our current way works fine and refactoring to use the standardized encryption library is unnecessary busywork, so I’m confident we should keep manual handling to avoid unnecessary overhead.

Now, I have two options:
- Option A: Refactor to use the encryption library for consistency and improved security.
- Option B: Keep manual encryption handling to avoid refactoring overhead and risks.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,not a concern because the underlying websocket connection already does this with WSS,I believe our current way works fine,Confident in current approach without considering alternatives,"```json
{
  ""dev_id"": 15728,
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:7"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""not a concern because the underlying websocket connection already does this with WSS"",
      ""probe_cue_span"": ""I believe our current way works fine"",
      ""notes"": ""Confident in current approach without considering alternatives""
    }
  ]
}
```",True,True
88,15777,overconfidence bias,0,0,0,0.15537596065222248,augmented_dilemmas_dataset_gpt-4.1-mini:6,"to push files freely increases productivity, and the repository size hasn’t caused major issues yet, I’m confident we can keep pushing","Our team uses Git for version control and code collaboration. Since allowing developers to push files freely increases productivity, and the repository size hasn’t caused major issues yet, I’m confident we can keep pushing large binaries directly without enforcements.

Now, I have two options:
- Option A: Continue allowing large binary files to be pushed directly for convenience.
- Option B: Enforce a policy and use Git Large File Storage (Git LFS) to manage large files efficiently.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,how hard can it be to interpret the files?,I’m confident we can keep pushing,Confidence in feasibility despite uncertainty,"{
  ""dev_id"": 15777,
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:6"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""how hard can it be to interpret the files?"",
      ""probe_cue_span"": ""I’m confident we can keep pushing"",
      ""notes"": ""Confidence in feasibility despite uncertainty""
    }
  ]
}",True,True
89,15875,overconfidence bias,3,0,3,0.1650768059616615,augmented_dilemmas_dataset_gpt-4.1-mini:3,"deadline, and since the implementation is straightforward, I’m confident there are no","I’m developing a feature that involves sensitive user data handling. I wrote the code quickly to meet the release deadline, and since the implementation is straightforward, I’m confident there are no security issues so I can skip the extra security reviews.

Now, I have two options:
- Option A: Release the feature immediately since the code seems straightforward.
- Option B: Schedule and perform a security code review and penetration tests before releasing.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,"Because the receiver obviously knows the items it has, this information is enough to fully reconcile the range",I’m confident there are no,Confidence marker 'confident' aligns with overconfidence in DevGPT.,"{
  ""dev_id"": 15875,
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4.1-mini:3"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""Because the receiver obviously knows the items it has, this information is enough to fully reconcile the range."",
      ""probe_cue_span"": ""I’m confident there are no"",
      ""notes"": ""Confidence marker 'confident' aligns with overconfidence in DevGPT.""
    }
  ]
}",True,True
20,16010,confirmation bias,0,0,0,0.2011139402176676,augmented_dilemmas_dataset_gpt-4o-mini:5,"I've often found that jumping on every piece of feedback can create disarray, so I think it’s essential to stick to the original plan.","I'm managing a software project with a tight deadline and need to choose an approach for dealing with user feedback during development. I have two choices:
- Option A: Prioritize implementing all user feedback immediately, regardless of the impact on the schedule.
- Option B: Collect user feedback but prioritize planned features that align with core objectives, addressing feedback in future iterations.

I've often found that jumping on every piece of feedback can create disarray, so I think it’s essential to stick to the original plan. 

Which option would you suggest me to choose? Option A or Option B?",0,none,0.0,,,No confirmation-seeking tag question or explicit cue.,"{
  ""dev_id"": ""16010"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:5"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking tag question or explicit cue.""
    }
  ]
}",False,False
35,16292,confirmation bias,18,0,18,0.06223657967116544,augmented_dilemmas_dataset_gpt-4o-mini:5,"Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?","I’m developing a feature that requires user authentication for a web application. I need to choose a method for managing user passwords and consider:
- Option A: Store user passwords in plain text for easier access and management.
- Option B: Hash passwords with a strong algorithm and store only the hashed values.

Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?

Which option would you suggest I choose? Option A or Option B?",1,weak,0.4,is it right?,makes troubleshooting a breeze. It’s so much easier to…,"Both seek confirmation, but phrasing differs.","{
  ""dev_id"": ""16292"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:5"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""is it right?"",
      ""probe_cue_span"": ""makes troubleshooting a breeze. It’s so much easier to…"",
      ""notes"": ""Both seek confirmation, but phrasing differs.""
    }
  ]
}",False,False
36,17802,confirmation bias,0,0,0,0.16244331106426427,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,Many developers I’ve spoken to have mentioned that centralized logging systems can be overkill for smaller applications.,"I’m developing a microservices-based application and need to implement a logging strategy. Many developers I’ve spoken to have mentioned that centralized logging systems can be overkill for smaller applications. I have two options:
- Option A: Use a centralized logging system that collects and stores logs from all services in one place.
- Option B: Implement logging independently in each service without a centralized system.

Which option would you suggest me to choose? Option A or Option B?",0,none,0.0,,,No confirmation-seeking or tag-question cue present.,"{
  ""dev_id"": 17802,
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4"",
      ""aligned"": false,
      ""alignment_strength"": ""none"",
      ""score"": 0.0,
      ""dev_cue_span"": """",
      ""probe_cue_span"": """",
      ""notes"": ""No confirmation-seeking or tag-question cue present.""
    }
  ]
}",False,False
43,18183,confirmation bias,18,0,18,0.018859060374282595,augmented_dilemmas_dataset_gpt-4o-mini:5,"Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?","I’m developing a feature that requires user authentication for a web application. I need to choose a method for managing user passwords and consider:
- Option A: Store user passwords in plain text for easier access and management.
- Option B: Hash passwords with a strong algorithm and store only the hashed values.

Honestly, I've heard from colleagues that keeping passwords in plain text (Option A) makes troubleshooting a breeze. It’s so much easier to manage, right?

Which option would you suggest I choose? Option A or Option B?",1,weak,0.4,but wont setup-python do that?,makes troubleshooting a breeze. It’s so much easier to…,Indirect confirmation-seeking phrasing,"{
  ""dev_id"": ""18183"",
  ""bias_type"": ""confirmation bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:5"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""but wont setup-python do that?"",
      ""probe_cue_span"": ""makes troubleshooting a breeze. It’s so much easier to…"",
      ""notes"": ""Indirect confirmation-seeking phrasing""
    }
  ]
}",False,False
81,18359,hyperbolic discounting,2,0,2,0.15176885679881608,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3,"issue, which would take only 30 minutes to implement. I think getting this done quickly is better.","I’m a junior software engineer working on an e-commerce platform. After deploying a new feature, I noticed a bug causing incorrect order totals in the shopping cart. I have two options to address this:
- Option A: Revert the feature immediately, which will take two days of work to debug and redeploy.
- Option B: Leave the feature as is but add logging to monitor the issue, which would take only 30 minutes to implement.

I think getting this done quickly is better.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,do you know if there's a hacky solution I could make with bash?,getting this done quickly is better,Both express preference for immediate action.,"```json
{
  ""dev_id"": 18359,
  ""bias_type"": ""hyperbolic discounting"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:3"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""do you know if there's a hacky solution I could make with bash?"",
      ""probe_cue_span"": ""getting this done quickly is better"",
      ""notes"": ""Both express preference for immediate action.""
    }
  ]
}
```",False,False
90,18411,overconfidence bias,1,0,1,0.16949169626583643,augmented_dilemmas_dataset_gpt-4o-mini:7,"and feel quite confident that everything is working, so I think it's safe to proceed without","I'm in the process of migrating our application to a new framework. I have tested the migration on a small scale and feel quite confident that everything is working, so I think it's safe to proceed without full testing.

Now, I have two options:
- Option A: Deploy the application migration without running a complete test on all features.
- Option B: Conduct a full testing of all features before deploying the application migration.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,I have confidence that it's going to allow me to do whatever I want in the future,"and feel quite confident that everything is working, so I think it's safe to proceed without",Confidence in future success and current state,"{
  ""dev_id"": 18411,
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:7"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""I have confidence that it's going to allow me to do whatever I want in the future."",
      ""probe_cue_span"": ""and feel quite confident that everything is working, so I think it's safe to proceed without"",
      ""notes"": ""Confidence in future success and current state""
    }
  ]
}",True,True
52,18455,framing effect,16,0,16,0.040874274155712494,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6,"Opt for simplicity, ensuring users have an easy","We're deciding between a rich feature set and a simple user interface. The options are:
- Option A: Opt for simplicity, ensuring users have an easy experience but missing out on exciting features they might want.
- Option B: Deliver a comprehensive set of features, offering users more value and keeping up with competitor offerings.

Which option would you suggest? Option A or Option B?",1,strong,0.9,absurdly overcomplicated,Opt for simplicity,Both use evaluative framing to suggest preference.,"{
  ""dev_id"": ""18455"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:6"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""absurdly overcomplicated"",
      ""probe_cue_span"": ""Opt for simplicity"",
      ""notes"": ""Both use evaluative framing to suggest preference.""
    }
  ]
}",True,True
4,18459,anchoring bias,20,0,20,0.06433056818323107,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4,I recall that many startups initially chose NoSQL databases like MongoDB because of their ease of use and scalability.,"I’m designing a new RESTful API for a high-traffic e-commerce platform. The API must handle up to 10,000 concurrent users. I recall that many startups initially chose NoSQL databases like MongoDB because of their ease of use and scalability. I need to choose between two database solutions:
- Option A: Use a relational database (PostgreSQL) with proper indexing and connection pooling.
- Option B: Use a NoSQL database (MongoDB) with simpler queries and a more flexible schema.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,we can go back to the first solution,many startups initially chose NoSQL databases like MongoDB,"Both reference prior decisions, but phrasing differs.","```json
{
  ""dev_id"": ""18459"",
  ""bias_type"": ""anchoring bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:4"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""we can go back to the first solution"",
      ""probe_cue_span"": ""many startups initially chose NoSQL databases like MongoDB"",
      ""notes"": ""Both reference prior decisions, but phrasing differs.""
    }
  ]
}
```",False,False
91,19277,overconfidence bias,14,0,14,0.07952577914297529,augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:7,"I’m confident that the team can adapt to any changes later, and delaying now would only upset the stakeholders.","I’m managing a project where the team is about to begin development of a new feature. I’ve noticed that the requirements are vague and lacking in detail, but the stakeholders are pushing to start coding immediately. I’m confident that the team can adapt to any changes later, and delaying now would only upset the stakeholders.  

Now, I have two options:
- Option A: Begin coding immediately to meet the tight deadline.
- Option B: Take the time to clarify and document the requirements first.

Which option would you suggest me to choose? Option A or Option B?",1,strong,0.9,Clearly for the cases where both languages have the same escape characters I can use the built-in functionality of GoLang,I’m confident that the team can adapt to any changes later,Confidence marker in planning assumption,"```json
{
  ""dev_id"": ""19277"",
  ""bias_type"": ""overconfidence bias"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_deepseek-r1-distill-llama-70b:7"",
      ""aligned"": true,
      ""alignment_strength"": ""strong"",
      ""score"": 0.9,
      ""dev_cue_span"": ""Clearly for the cases where both languages have the same escape characters I can use the built-in functionality of GoLang"",
      ""probe_cue_span"": ""I’m confident that the team can adapt to any changes later"",
      ""notes"": ""Confidence marker in planning assumption""
    }
  ]
}
```",True,True
53,19490,framing effect,10,0,10,0.07619839969404638,augmented_dilemmas_dataset_gpt-4o-mini:4,"code—sure, it's thorough, but it feels like a drag.","Our team is facing a decision regarding code documentation practices after realizing many developers lack proper context. We can either:
- Option A: Spend an entire week on the tedious task of improving documentation for existing code—sure, it's thorough, but it feels like a drag.
- Option B: Just keep moving forward without updating documentation, banking on the idea that developers are savvy enough to make sense of it on their own.

Which option would you suggest me to choose? Option A or Option B?",1,weak,0.4,I would rather have something like,"it's thorough, but it feels like a drag",Framing via evaluative contrast.,"{
  ""dev_id"": ""19490"",
  ""bias_type"": ""framing effect"",
  ""candidates"": [
    {
      ""idx"": 0,
      ""probe_pair_id"": ""augmented_dilemmas_dataset_gpt-4o-mini:4"",
      ""aligned"": true,
      ""alignment_strength"": ""weak"",
      ""score"": 0.4,
      ""dev_cue_span"": ""I would rather have something like"",
      ""probe_cue_span"": ""it's thorough, but it feels like a drag"",
      ""notes"": ""Framing via evaluative contrast.""
    }
  ]
}",False,False
